Index,Title,Authors,DOI,Base
269,Evidence for cognitive subgroups in bipolar disorder and the influence of subclinical depression and sleep disturbances.,"Volkert, J; Kopf, J; Kazmaier, J; Glaser, F; Zierhut, K C; Schiele, M A; Kittel-Schneider, S; Reif, A",10.1016/j.euroneuro.2014.07.017,bvs
270,Longer lithium exposure is associated with better white matter integrity in older adults with bipolar disorder.,"Gildengers, Ariel G; Butters, Meryl A; Aizenstein, Howard J; Marron, Megan M; Emanuel, James; Anderson, Stewart J; Weissfeld, Lisa A; Becker, James T; Lopez, Oscar L; Mulsant, Benoit H; Reynolds, Charles F",10.1111/bdi.12260,bvs
271,[Bipolar disorder and quality of life: A cross-sectional study including 104 Tunisian patients]./ Trouble bipolaire type I et qualité de vie: étude transversale auprès de 104 patients Tunisiens.,"Marrag, I; Hajji, K; Hadj Ammar, M; Zarrouk, L; Kachouri, R; Nasr, M",10.1016/j.encep.2014.06.002,bvs
272,Memory for therapy in bipolar disorder and comorbid insomnia.,"Lee, Jason Y; Harvey, Allison G",10.1037/a0037911,bvs
273,Are cognitive deficits similar in remitted early bipolar I disorder patients treated with lithium or valproate? Data from the STOP-EM study.,"Muralidharan, Kesavan; Kozicky, Jan-Marie; Bücker, Joana; Silveira, Leonardo E; Torres, Ivan J; Yatham, Lakshmi N",10.1016/j.euroneuro.2014.09.005,bvs
274,Recovery-focused cognitive-behavioural therapy for recent-onset bipolar disorder: randomised controlled pilot trial.,"Jones, Steven H; Smith, Gina; Mulligan, Lee D; Lobban, Fiona; Law, Heather; Dunn, Graham; Welford, Mary; Kelly, James; Mulligan, John; Morrison, Anthony P",10.1192/bjp.bp.113.141259,bvs
275,The influence of cognitive reserve on psychosocial and neuropsychological functioning in bipolar disorder.,"Forcada, Irene; Mur, Maria; Mora, Ester; Vieta, Eduard; Bartrés-Faz, David; Portella, Maria J",10.1016/j.euroneuro.2014.07.018,bvs
276,Dorsolateral prefrontal hemodynamic responses during a verbal fluency task in hypomanic bipolar disorder.,"Nishimura, Yukika; Takahashi, Katsuyoshi; Ohtani, Toshiyuki; Ikeda-Sugita, Reina; Kasai, Kiyoto; Okazaki, Yuji",10.1111/bdi.12252,bvs
277,Combined treatment: impact of optimal psychotherapy and medication in bipolar disorder.,"Parikh, Sagar V; Hawke, Lisa D; Velyvis, Vytas; Zaretsky, Ari; Beaulieu, Serge; Patelis-Siotis, Irene; MacQueen, Glenda; Young, L Trevor; Yatham, Lakshmi N; Cervantes, Pablo",10.1111/bdi.12233,bvs
278,Dialectical behavior therapy for adolescents with bipolar disorder: results from a pilot randomized trial.,"Goldstein, Tina R; Fersch-Podrat, Rachael K; Rivera, Maribel; Axelson, David A; Merranko, John; Yu, Haifeng; Brent, David A; Birmaher, Boris",10.1089/cap.2013.0145,bvs
279,Subcortical morphometry and psychomotor function in euthymic bipolar disorder with a history of psychosis.,"Liberg, Benny; Ekman, Carl Johan; Sellgren, Carl; Johansson, Anette G; Landén, Mikael",10.1007/s11682-014-9313-0,bvs
280,[Assessment of individual clinical outcomes: regarding an electroconvulsive therapy case]./ Evaluación de resultados clínicos individuales: a propósito de un caso tratado con terapia electroconvulsiva.,"Iraurgi, Ioseba; Gorbeña, Susana; Martínez-Cubillos, Miren-Itxaso; Escribano, Margarita; Gómez-de-Maintenant, Pablo",10.1016/j.rpsm.2014.07.003,bvs
281,Functional remediation for patients with bipolar II disorder: improvement of functioning and subsyndromal symptoms.,"Solé, Brisa; Bonnin, C Mar; Mayoral, María; Amann, Benedikt L; Torres, Imma; González-Pinto, Ana; Jimenez, Esther; Crespo, Jose Manuel; Colom, Francesc; Tabarés-Seisdedos, Rafael; Reinares, Maria; Ayuso-Mateos, Jose Luis; Soria, Sara; Garcia-Portilla, M Paz; Ibañez, Ángela; Vieta, Eduard; Martinez-Aran, Anabel; Torrent, Carla",10.1016/j.euroneuro.2014.05.010,bvs
282,Functional connectivity and neuronal variability of resting state activity in bipolar disorder--reduction and decoupling in anterior cortical midline structures.,"Magioncalda, Paola; Martino, Matteo; Conio, Benedetta; Escelsior, Andrea; Piaggio, Niccolò; Presta, Andrea; Marozzi, Valentina; Rocchi, Giulio; Anastasio, Loris; Vassallo, Linda; Ferri, Francesca; Huang, Zirui; Roccatagliata, Luca; Pardini, Matteo; Northoff, Georg; Amore, Mario",10.1002/hbm.22655,bvs
283,Measuring cognitive function in MDD: emerging assessment tools.,"Russo, Manuela; Mahon, Katie; Burdick, Katherine E",10.1002/da.22297,bvs
284,Two-year follow-up of treated adolescents with early-onset bipolar disorder: Changes in neurocognition.,"Lera-Miguel, Sara; Andrés-Perpiñá, Susana; Fatjó-Vilas, Mar; Fañanás, Lourdes; Lázaro, Luisa",10.1016/j.jad.2014.09.041,bvs
285,"Efficacy of psychoeducational family intervention for bipolar I disorder: A controlled, multicentric, real-world study.","Fiorillo, Andrea; Del Vecchio, Valeria; Luciano, Mario; Sampogna, Gaia; De Rosa, Corrado; Malangone, Claudio; Volpe, Umberto; Bardicchia, Francesco; Ciampini, Giuseppina; Crocamo, Cristina; Iapichino, Sonia; Lampis, Debora; Moroni, Anna; Orlandi, Emanuele; Piselli, Massimiliano; Pompili, Enrico; Veltro, Franco; Carrà, Giuseppe; Maj, Mario",10.1016/j.jad.2014.10.021,bvs
286,Telemedicine-based collaborative care for posttraumatic stress disorder: a randomized clinical trial.,"Fortney, John C; Pyne, Jeffrey M; Kimbrell, Timothy A; Hudson, Teresa J; Robinson, Dean E; Schneider, Ronald; Moore, William M; Custer, Paul J; Grubbs, Kathleen M; Schnurr, Paula P",10.1001/jamapsychiatry.2014.1575,bvs
287,"Comorbidity in pediatric bipolar disorder: prevalence, clinical impact, etiology and treatment.","Frías, Álvaro; Palma, Cárol; Farriols, Núria",10.1016/j.jad.2014.12.008,bvs
288,Child- and family-focused cognitive-behavioral therapy for pediatric bipolar disorder: a randomized clinical trial.,"West, Amy E; Weinstein, Sally M; Peters, Amy T; Katz, Andrea C; Henry, David B; Cruz, Rick A; Pavuluri, Mani N",10.1016/j.jaac.2014.08.013,bvs
289,A familial risk enriched cohort as a platform for testing early interventions to prevent severe mental illness.,"Uher, Rudolf; Cumby, Jill; MacKenzie, Lynn E; Morash-Conway, Jessica; Glover, Jacqueline M; Aylott, Alice; Propper, Lukas; Abidi, Sabina; Bagnell, Alexa; Pavlova, Barbara; Hajek, Tomas; Lovas, David; Pajer, Kathleen; Gardner, William; Levy, Adrian; Alda, Martin",10.1186/s12888-014-0344-2,bvs
290,[Pediatric bipolar disorder - case report of a bipolar patient with disease onset in childhood and adolescence: implications for diagnosis and therapy]./ Pädiatrische Bipolare Störung - Kasuistik eines bipolaren Patienten mit Krankheitsbeginn im Kindes- und Jugendalter: Diagnostische und therapeutische Implikationen.,"Lackner, N; Birner, A; Bengesser, S A; Reininghaus, B; Kapfhammer, H P; Reininghaus, E",10.1055/s-0034-1385271,bvs
291,Restoring functioning in bipolar disorder: functional remediation.,"Bonnin, Caterina M; Torrent, Carla; Vieta, Eduard; Martínez-Arán, Anabel",10.1097/HRP.0000000000000062,bvs
292,A novel cognitive behaviour therapy for bipolar disorders (Think Effectively About Mood Swings or TEAMS): study protocol for a randomized controlled trial.,"Mansell, Warren; Tai, Sara; Clark, Alexandra; Akgonul, Savas; Dunn, Graham; Davies, Linda; Law, Heather; Morriss, Richard; Tinning, Neil; Morrison, Anthony P",10.1186/1745-6215-15-405,bvs
293,Disruptive mood dysregulation disorder: a new diagnostic approach to chronic irritability in youth.,"Roy, Amy Krain; Lopes, Vasco; Klein, Rachel G",10.1176/appi.ajp.2014.13101301,bvs
294,Bipolar disorder: assessment and management,National Institute for Health and Care Excellence,,bvs
295,Abnormal deactivation of the inferior frontal gyrus during implicit emotion processing in youth with bipolar disorder: attenuated by medication.,"Hafeman, Danella M; Bebko, Genna; Bertocci, Michele A; Fournier, Jay C; Bonar, Lisa; Perlman, Susan B; Travis, Michael; Gill, Mary Kay; Diwadkar, Vaibhav A; Sunshine, Jeffrey L; Holland, Scott K; Kowatch, Robert A; Birmaher, Boris; Axelson, David; Horwitz, Sarah M; Arnold, L Eugene; Fristad, Mary A; Frazier, Thomas W; Youngstrom, Eric A; Findling, Robert L; Drevets, Wayne; Phillips, Mary L",10.1016/j.jpsychires.2014.07.023,bvs
296,Disease and drug effects on internally-generated and externally-elicited responses in first episode schizophrenia and psychotic bipolar disorder.,"Keedy, Sarah K; Bishop, Jeffrey R; Weiden, Peter J; Sweeney, John A; Rosen, Cherise; Marvin, Robert; Reilly, James L",10.1016/j.schres.2014.07.028,bvs
297,A web-based self-management intervention for Bipolar Disorder 'living with bipolar': a feasibility randomised controlled trial.,"Todd, Nicholas J; Jones, Steven H; Hart, Anna; Lobban, Fiona A",10.1016/j.jad.2014.07.027,bvs
298,Effective connectivity of the posterior cingulate and medial prefrontal cortices relates to working memory impairment in schizophrenic and bipolar patients.,"Wu, Guowei; Wang, Yunxia; Mwansisya, Tumbwene E; Pu, Weidan; Zhang, Huiran; Liu, Chang; Yang, Qing; Chen, Eric Y H; Xue, Zhimin; Liu, Zhening; Shan, Baoci",10.1016/j.schres.2014.06.033,bvs
299,Cognitive change in the year after a first manic episode: association between clinical outcome and cognitive performance early in the course of bipolar I disorder.,"Kozicky, Jan-Marie; Torres, Ivan J; Silveira, Leonardo E; Bond, David J; Lam, Raymond W; Yatham, Lakshmi N",10.4088/JCP.13m08928,bvs
300,A five-year follow-up study of neurocognitive functioning in bipolar disorder.,"Santos, José Luis; Aparicio, Ana; Bagney, Alexandra; Sánchez-Morla, Eva María; Rodríguez-Jiménez, Roberto; Mateo, Jorge; Jiménez-Arriero, Miguel Ángel",10.1111/bdi.12215,bvs
301,Inpatient treatment for mania: A review and rationale for adjunctive interventions.,"Crowe, Marie; Porter, Richard",10.1177/0004867414540754,bvs
302,Pharmacologic and behavioral interventions to improve cardiovascular risk factors in adults with serious mental illness: a systematic review and meta-analysis.,"Gierisch, Jennifer M; Nieuwsma, Jason A; Bradford, Daniel W; Wilder, Christine M; Mann-Wrobel, Monica C; McBroom, Amanda J; Hasselblad, Vic; Williams, John W",10.4088/JCP.13r08558,bvs
303,Early specific cognitive-behavioural psychotherapy in subjects at high risk for bipolar disorders: study protocol for a randomised controlled trial.,"Pfennig, Andrea; Leopold, Karolina; Bechdolf, Andreas; Correll, Christoph U; Holtmann, Martin; Lambert, Martin; Marx, Carolin; Meyer, Thomas D; Pfeiffer, Steffi; Reif, Andreas; Rottmann-Wolf, Maren; Schmitt, Natalie M; Stamm, Thomas; Juckel, Georg; Bauer, Michael",10.1186/1745-6215-15-161,bvs
304,Clinical effectiveness and cost-effectiveness of cognitive behavioural therapy as an adjunct to pharmacotherapy for treatment-resistant depression in primary care: the CoBalT randomised controlled trial.,"Wiles, Nicola; Thomas, Laura; Abel, Anna; Barnes, Maria; Carroll, Fran; Ridgway, Nicola; Sherlock, Sofie; Turner, Nicholas; Button, Katherine; Odondi, Lang'o; Metcalfe, Chris; Owen-Smith, Amanda; Campbell, John; Garland, Anne; Hollinghurst, Sandra; Jerrom, Bill; Kessler, David; Kuyken, Willem; Morrison, Jill; Turner, Katrina; Williams, Chris; Peters, Tim; Lewis, Glyn",10.3310/hta18310,bvs
305,Metacognitive therapy versus cognitive behavioural therapy for depression: a randomized pilot study.,"Jordan, Jennifer; Carter, Janet D; McIntosh, Virginia V W; Fernando, Kumari; Frampton, Christopher M A; Porter, Richard J; Mulder, Roger T; Lacey, Cameron; Joyce, Peter R",10.1177/0004867414533015,bvs
306,Cognitive executive performance influences functional outcome in euthymic type I bipolar disorder outpatients/ El rendimiento cognitivo ejecutivo afecta al funcionamiento general de pacientes ambulatorios eutímicos con trastorno bipolar tipo I,"Miguélez-Pan, Mónica; Pousa, Esther; Cobo, Jesús; Duño, Rosó",10.7334/psicothema2013.111,bvs
307,PPAR-Î³ agonism as a modulator of mood: proof-of-concept for pioglitazone in bipolar depression.,"Kemp, David E; Schinagle, Martha; Gao, Keming; Conroy, Carla; Ganocy, Stephen J; Ismail-Beigi, Faramarz; Calabrese, Joseph R",10.1007/s40263-014-0158-2,bvs
308,The effect of comorbid major depressive disorder or bipolar disorder on cognitive behavioral therapy for social anxiety disorder.,"Fracalanza, Katie; McCabe, Randi E; Taylor, Valerie H; Antony, Martin M",10.1016/j.jad.2014.03.015,bvs
309,Cognitive executive performance influences functional outcome in euthymic type I bipolar disorder outpatients.,"Miguélez-Pan, Mónica; Pousa, Esther; Cobo, Jesús; Duño, Rosó",10.7334/psicothema2013.111,bvs
310,Neuropsychological function before and after subcallosal cingulate deep brain stimulation in patients with treatment-resistant depression.,"Moreines, Jared L; McClintock, Shawn M; Kelley, Mary E; Holtzheimer, Paul E; Mayberg, Helen S",10.1002/da.22263,bvs
311,Effectiveness of cognitive behavior therapy for severe mood disorders in an acute psychiatric naturalistic setting: a benchmarking study.,"Björgvinsson, Thröstur; Kertz, Sarah J; Bigda-Peyton, Joseph S; Rosmarin, David H; Aderka, Idan M; Neuhaus, Edmund C",10.1080/16506073.2014.901988,bvs
312,Sex dependence of cognitive functions in bipolar disorder.,"Suwalska, Aleksandra; Lojko, Dorota",10.1155/2014/418432,bvs
313,"Adherence to behavioral therapy and psychiatry visits in a safety-net setting in Virginia, USA.","Moczygemba, Leticia R; Osborn, Robert D; Lapane, Kate L",10.1111/hsc.12102,bvs
314,Obsessive-compulsive disorder and common comorbidities.,"Brady, Charles F",10.4088/JCP.13023tx1c,bvs
315,Generalized and specific neurocognitive deficits in psychotic disorders: utility for evaluating pharmacological treatment effects and as intermediate phenotypes for gene discovery.,"Reilly, James L; Sweeney, John A",10.1093/schbul/sbu013,bvs
316,Systems Training for Emotional Predictability and Problem Solving (STEPPS): program efficacy and personality features as predictors of drop-out -- an Italian study.,"Alesiani, Roberta; Boccalon, Silvia; Giarolli, Laura; Blum, Nancee; Fossati, Andrea",10.1016/j.comppsych.2014.01.003,bvs
317,Maintenance treatment with varenicline for smoking cessation in patients with schizophrenia and bipolar disorder: a randomized clinical trial.,"Evins, A Eden; Cather, Corinne; Pratt, Sarah A; Pachas, Gladys N; Hoeppner, Susanne S; Goff, Donald C; Achtyes, Eric D; Ayer, David; Schoenfeld, David A",10.1001/jama.2013.285113,bvs
318,Using the Brief Assessment of Cognition in Schizophrenia (BACS) to assess cognitive impairment in older patients with schizophrenia and bipolar disorder.,"Cholet, Jennyfer; Sauvaget, Anne; Vanelle, Jean-Marie; Hommet, Caroline; Mondon, Karl; Mamet, Jean-Philippe; Camus, Vincent",10.1111/bdi.12171,bvs
319,Advances in cognitive theory and therapy: the generic cognitive model.,"Beck, Aaron T; Haigh, Emily A P",10.1146/annurev-clinpsy-032813-153734,bvs
320,Cognitive behavioral therapy for insomnia in euthymic bipolar disorder: study protocol for a randomized controlled trial.,"Steinan, Mette Kvisten; Krane-Gartiser, Karoline; Langsrud, Knut; Sand, Trond; Kallestad, Håvard; Morken, Gunnar",10.1186/1745-6215-15-24,bvs
321,"[Group psychoeducation in bipolar mood disorders - the influence on the cognitive representation of the illness. The results of the program Taming the bipolar affective disorder""]./ Grupowa psychoedukacja w dwubiegunowych zaburzeniach nastroju - wplyw na poznawcza reprezentacje choroby. Wyniki programu ""Oswajanie choroby afektywnej dwubiegunowej""""","Maczka, Grzegorz; Grabski, Bartosz; Dudek, Dominika; Gierowski, Józef",10.12740/PP/24992,bvs
322,Antidepressive effect of sodium valproate involving suppression of corticotropin-releasing factor expression and elevation of BDNF expression in rats exposed to chronic unpredicted stress.,"Qiu, Hong-Mei; Yang, Jun-Xia; Liu, Dan; Fei, Hui-Zhi; Hu, Xiao-Ya; Zhou, Qi-Xin",10.1097/WNR.0000000000000054,bvs
323,Mindfulness based cognitive therapy may improve emotional processing in bipolar disorder: pilot ERP and HRV study.,"Howells, Fleur M; Laurie Rauch, H G; Ives-Deliperi, Victoria L; Horn, Neil R; Stein, Dan J",10.1007/s11011-013-9462-7,bvs
324,"A prospective study of the trajectories of clinical insight, affective symptoms, and cognitive ability in bipolar disorder.","Depp, Colin A; Harmell, Alexandrea L; Savla, Gauri N; Mausbach, Brent T; Jeste, Dilip V; Palmer, Barton W",10.1016/j.jad.2013.09.020,bvs
325,Subclinical psychotic experiences and bipolar spectrum features in depression: association with outcome of psychotherapy.,"Wigman, J T W; van Os, J; Abidi, L; Huibers, M J H; Roelofs, J; Arntz, A; Kelleher, I; Peeters, F P M L",10.1017/S0033291713000871,bvs
326,Psychoeducation and cognitive-behavioral therapy for patients with refractory bipolar disorder: a 5-year controlled clinical trial.,"González Isasi, A; Echeburúa, E; Limiñana, J M; González-Pinto, A",10.1016/j.eurpsy.2012.11.002,bvs
327,A pilot Web based positive parenting intervention to help bipolar parents to improve perceived parenting skills and child outcomes.,"Jones, Steven; Calam, Rachel; Sanders, Matthew; Diggle, Peter J; Dempsey, Robert; Sadhnani, Vaneeta",10.1017/S135246581300009X,bvs
328,"Group therapy in public mental health services: approaches, patients and group therapists.","Lorentzen, S; Ruud, T",10.1111/jpm.12072,bvs
