PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"30986735","Comparison of 71 bipolar disorder pharmacotherapies for kidney disorder risk: The potential hazards of polypharmacy","Nestsiarovich A, Kerner B, Mazurie AJ, Cannon DC, Hurwitz NG, Zhu Y, Nelson SJ, Oprea TI, Unruh ML, Crisanti AS, Tohen M, Perkins DJ, Lambert CG.","J Affect Disord. 2019 Jun 1;252:201-211. doi: 10.1016/j.jad.2019.04.009. Epub 2019 Apr 8.","Nestsiarovich A","J Affect Disord","2019","2019/04/16","","","10.1016/j.jad.2019.04.009"
"27338753","Social Rhythm Therapies for Mood Disorders: an Update","Haynes PL, Gengler D, Kelly M.","Curr Psychiatry Rep. 2016 Aug;18(8):75. doi: 10.1007/s11920-016-0712-3.","Haynes PL","Curr Psychiatry Rep","2016","2016/06/25","PMC4919368","","10.1007/s11920-016-0712-3"
"34647502","Hospitalization risk in pediatric patients with bipolar disorder treated with lurasidone vs. other oral atypical antipsychotics: a real-world retrospective claims database study","Kadakia A, Dembek C, Liu Y, Dieyi C, Williams GR.","J Med Econ. 2021 Jan-Dec;24(1):1212-1220. doi: 10.1080/13696998.2021.1993862.","Kadakia A","J Med Econ","2021","2021/10/14","","","10.1080/13696998.2021.1993862"
"33063921","""It felt very special, it felt customised to me""-A qualitative investigation of the experiences of participating in a clinical trial of CBT for young people at risk of bipolar disorder","Jones WT, Peters S, Byrne RE, Shiers D, Law H, Parker S.","Psychol Psychother. 2021 Sep;94(3):686-703. doi: 10.1111/papt.12313. Epub 2020 Oct 16.","Jones WT","Psychol Psychother","2021","2020/10/16","PMC8451762","","10.1111/papt.12313"
"32965227","Optimizing an Acceptance and Commitment Therapy Microintervention Via a Mobile App With Two Cohorts: Protocol for Micro-Randomized Trials","Kroska EB, Hoel S, Victory A, Murphy SA, McInnis MG, Stowe ZN, Cochran A.","JMIR Res Protoc. 2020 Sep 23;9(9):e17086. doi: 10.2196/17086.","Kroska EB","JMIR Res Protoc","2020","2020/09/23","PMC7542401","","10.2196/17086"
"31255957","A 12-month prospective study on the time to hospitalization and clinical management of a cohort of bipolar type I and schizoaffective bipolar patients","Murru A, Verdolini N, Anmella G, Pacchiarotti I, Samalin L, Aedo A, Undurraga J, Goikolea JM, Amann BL, Carvalho AF, Vieta E.","Eur Psychiatry. 2019 Sep;61:1-8. doi: 10.1016/j.eurpsy.2019.06.001. Epub 2019 Jun 28.","Murru A","Eur Psychiatry","2019","2019/07/01","","","10.1016/j.eurpsy.2019.06.001"
"22801287","A family-based psychosocial treatment model","West AE, Weinstein SM.","Isr J Psychiatry Relat Sci. 2012;49(2):86-93.","West AE","Isr J Psychiatry Relat Sci","2012","2012/07/18","","",""
"28658489","Association of Electroconvulsive Therapy With Psychiatric Readmissions in US Hospitals","Slade EP, Jahn DR, Regenold WT, Case BG.","JAMA Psychiatry. 2017 Aug 1;74(8):798-804. doi: 10.1001/jamapsychiatry.2017.1378.","Slade EP","JAMA Psychiatry","2017","2017/06/29","PMC5710550","","10.1001/jamapsychiatry.2017.1378"
"31030871","Impulsivity and Behavior-Dependent Life Events Mediate the Relationship of Reward Sensitivity and Depression, but Not Hypomania, Among at-Risk Adolescents","Bart CP, Abramson LY, Alloy LB.","Behav Ther. 2019 May;50(3):531-543. doi: 10.1016/j.beth.2018.09.001. Epub 2018 Sep 11.","Bart CP","Behav Ther","2019","2019/04/30","PMC6494114","NIHMS1506267","10.1016/j.beth.2018.09.001"
"27816074","Role of Reward Sensitivity and Processing in Major Depressive and Bipolar Spectrum Disorders","Alloy LB, Olino T, Freed RD, Nusslock R.","Behav Ther. 2016 Sep;47(5):600-621. doi: 10.1016/j.beth.2016.02.014. Epub 2016 Mar 7.","Alloy LB","Behav Ther","2016","2016/11/07","PMC5119651","NIHMS809737","10.1016/j.beth.2016.02.014"
"33557924","Narrative enhancement and cognitive therapy (NECT) to improve social functioning in people with serious mental illness: study protocol for a stepped-wedge cluster randomized controlled trial","Dubreucq J, Faraldo M, Abbes M, Ycart B, Richard-Lepouriel H, Favre S, Jermann F, Attal J, Bakri M, Cohen T, Cervello C, Chereau I, Cognard C, De Clercq M, Douasbin A, Giordana JY, Giraud-Baro E, Guillard-Bouhet N, Legros-Lafarge E, Polosan M, Pouchon A, Rolland M, Rainteau N, Roussel C, Wangermez C, Yanos PT, Lysaker PH, Franck N.","Trials. 2021 Feb 8;22(1):124. doi: 10.1186/s13063-021-05067-1.","Dubreucq J","Trials","2021","2021/02/09","PMC7869198","","10.1186/s13063-021-05067-1"
"18391049","Improving treatment adherence in bipolar disorder: a review of current psychosocial treatment efficacy and recommendations for future treatment development","Gaudiano BA, Weinstock LM, Miller IW.","Behav Modif. 2008 May;32(3):267-301. doi: 10.1177/0145445507309023.","Gaudiano BA","Behav Modif","2008","2008/04/09","PMC3691269","NIHMS474814","10.1177/0145445507309023"
"28503114","Antidepressant-induced Dopamine Receptor Dysregulation: A Valid Animal Model of Manic-Depressive Illness","Demontis F, Serra F, Serra G.","Curr Neuropharmacol. 2017 Apr;15(3):417-423. doi: 10.2174/1570159X14666160715165648.","Demontis F","Curr Neuropharmacol","2017","2017/05/16","PMC5405612","","10.2174/1570159X14666160715165648"
"23766341","Mood management and nicotine patch for smoking cessation in adults with bipolar disorder","Heffner JL, Anthenelli RM, DelBello MP, Stahl L, Strakowski SM.","Nicotine Tob Res. 2013 Nov;15(11):1805-6. doi: 10.1093/ntr/ntt076. Epub 2013 Jun 12.","Heffner JL","Nicotine Tob Res","2013","2013/06/15","PMC3790632","","10.1093/ntr/ntt076"
"17171602","[Psychotherapeutic treatment options for bipolar disorders. A review of randomized controlled studies]","van den Berg B, Knoppert-van der Klein EA, van Zaane J.","Tijdschr Psychiatr. 2006;48(12):905-13.","van den Berg B","Tijdschr Psychiatr","2006","2006/12/16","","",""
"22832392","Convergent functional genomic studies of ω-3 fatty acids in stress reactivity, bipolar disorder and alcoholism","Le-Niculescu H, Case NJ, Hulvershorn L, Patel SD, Bowker D, Gupta J, Bell R, Edenberg HJ, Tsuang MT, Kuczenski R, Geyer MA, Rodd ZA, Niculescu AB.","Transl Psychiatry. 2011 Apr 26;1(4):e4. doi: 10.1038/tp.2011.1.","Le-Niculescu H","Transl Psychiatry","2011","2012/07/27","PMC3309466","","10.1038/tp.2011.1"
"30623821","Comorbid disorders as moderators of response to family interventions among adolescents with bipolar disorder","Weintraub MJ, Axelson DA, Kowatch RA, Schneck CD, Miklowitz DJ.","J Affect Disord. 2019 Mar 1;246:754-762. doi: 10.1016/j.jad.2018.12.125. Epub 2018 Dec 25.","Weintraub MJ","J Affect Disord","2019","2019/01/10","PMC6363856","NIHMS1518203","10.1016/j.jad.2018.12.125"
"16490411","Neural circuitry and neuroplasticity in mood disorders: insights for novel therapeutic targets","Carlson PJ, Singh JB, Zarate CA Jr, Drevets WC, Manji HK.","NeuroRx. 2006 Jan;3(1):22-41. doi: 10.1016/j.nurx.2005.12.009.","Carlson PJ","NeuroRx","2006","2006/02/24","PMC3593361","","10.1016/j.nurx.2005.12.009"
"21480691","Molecular modulation of prefrontal cortex: rational development of treatments for psychiatric disorders","Gamo NJ, Arnsten AF.","Behav Neurosci. 2011 Jun;125(3):282-96. doi: 10.1037/a0023165.","Gamo NJ","Behav Neurosci","2011","2011/04/13","PMC3109197","NIHMS274249","10.1037/a0023165"
"22297065","Systematic review of the neural basis of social cognition in patients with mood disorders","Cusi AM, Nazarov A, Holshausen K, Macqueen GM, McKinnon MC.","J Psychiatry Neurosci. 2012 May;37(3):154-69. doi: 10.1503/jpn.100179.","Cusi AM","J Psychiatry Neurosci","2012","2012/02/03","PMC3341408","","10.1503/jpn.100179"
"28901625","Systemic challenges in bipolar disorder management: A patient-centered approach","Nestsiarovich A, Hurwitz NG, Nelson SJ, Crisanti AS, Kerner B, Kuntz MJ, Smith AN, Volesky E, Schroeter QL, DeShaw JL, Young SS, Obenchain RL, Krall RL, Jordan K, Fawcett J, Tohen M, Perkins DJ, Lambert CG.","Bipolar Disord. 2017 Dec;19(8):676-688. doi: 10.1111/bdi.12547. Epub 2017 Sep 13.","Nestsiarovich A","Bipolar Disord","2017","2017/09/14","PMC5763323","","10.1111/bdi.12547"
"19466543","Early-onset bipolar spectrum disorders: diagnostic issues","Danner S, Fristad MA, Arnold LE, Youngstrom EA, Birmaher B, Horwitz SM, Demeter C, Findling RL, Kowatch RA; LAMS Group.","Clin Child Fam Psychol Rev. 2009 Sep;12(3):271-93. doi: 10.1007/s10567-009-0055-2.","Danner S","Clin Child Fam Psychol Rev","2009","2009/05/26","PMC3575107","NIHMS437024","10.1007/s10567-009-0055-2"
"19133965","Characterizing impulsivity in mania","Strakowski SM, Fleck DE, DelBello MP, Adler CM, Shear PK, McElroy SL, Keck PE Jr, Moss Q, Cerullo MA, Kotwal R, Arndt S.","Bipolar Disord. 2009 Feb;11(1):41-51. doi: 10.1111/j.1399-5618.2008.00658.x.","Strakowski SM","Bipolar Disord","2009","2009/01/13","PMC2626636","NIHMS51220","10.1111/j.1399-5618.2008.00658.x"
"24847999","Treatment development and feasibility study of family-focused treatment for adolescents with bipolar disorder and comorbid substance use disorders","Goldstein BI, Goldstein TR, Collinger KA, Axelson DA, Bukstein OG, Birmaher B, Miklowitz DJ.","J Psychiatr Pract. 2014 May;20(3):237-48. doi: 10.1097/01.pra.0000450325.21791.7e.","Goldstein BI","J Psychiatr Pract","2014","2014/05/23","PMC4142596","NIHMS610191","10.1097/01.pra.0000450325.21791.7e"
"31339870","Associations of mental health and family background with opioid analgesic therapy: a nationwide Swedish register-based study","Quinn PD, Rickert ME, Franck J, Sariaslan A, Boersma K, Lichtenstein P, Larsson H, D'Onofrio BM.","Pain. 2019 Nov;160(11):2464-2472. doi: 10.1097/j.pain.0000000000001643.","Quinn PD","Pain","2019","2019/07/25","PMC7273746","NIHMS1589835","10.1097/j.pain.0000000000001643"
"19892077","The role of depression, shame-proneness, and guilt-proneness in predicting criticism of relatives towards people with bipolar disorder","McMurrich SL, Johnson SL.","Behav Ther. 2009 Dec;40(4):315-24. doi: 10.1016/j.beth.2008.09.003. Epub 2008 Oct 31.","McMurrich SL","Behav Ther","2009","2009/11/07","PMC2862217","NIHMS182815","10.1016/j.beth.2008.09.003"
"34092819","Development of a Patient-Centered Software System to Facilitate Effective Management of Bipolar Disorder","Bowden CL, Priesmeyer R, Tohen M, Singh V, Calabrese JR, Ketter T, Nierenberg A, Thase ME, Siegel G, Siegel LH, Mintz J, El-Mallakh RS, McElroy SL, Martinez M.","Psychopharmacol Bull. 2021 Mar 16;51(2):8-19.","Bowden CL","Psychopharmacol Bull","2021","2021/06/07","PMC8146566","",""
"19194844","[Dialectical behaviour therapy for adolescents; a literature review]","Backer HS, Miller AL, van den Bosch LM.","Tijdschr Psychiatr. 2009;51(1):31-41.","Backer HS","Tijdschr Psychiatr","2009","2009/02/06","","",""
"18346292","A double-blind, randomized, placebo-controlled prophylaxis trial of oxcarbazepine as adjunctive treatment to lithium in the long-term treatment of bipolar I and II disorder","Vieta E, Cruz N, García-Campayo J, de Arce R, Manuel Crespo J, Vallès V, Pérez-Blanco J, Roca E, Manuel Olivares J, Moríñigo A, Fernández-Villamor R, Comes M.","Int J Neuropsychopharmacol. 2008 Jun;11(4):445-52. doi: 10.1017/S1461145708008596. Epub 2008 Mar 17.","Vieta E","Int J Neuropsychopharmacol","2008","2008/03/19","","","10.1017/S1461145708008596"
"19500091","Enhancing outcomes in patients with bipolar disorder: results from the Bipolar Disorder Center for Pennsylvanians Study","Fagiolini A, Frank E, Axelson DA, Birmaher B, Cheng Y, Curet DE, Friedman ES, Gildengers AG, Goldstein T, Grochocinski VJ, Houck PR, Stofko MG, Thase ME, Thompson WK, Turkin SR, Kupfer DJ.","Bipolar Disord. 2009 Jun;11(4):382-90. doi: 10.1111/j.1399-5618.2009.00700.x.","Fagiolini A","Bipolar Disord","2009","2009/06/09","PMC3361715","NIHMS376322","10.1111/j.1399-5618.2009.00700.x"
"20579791","The clinical significance of creativity in bipolar disorder","Murray G, Johnson SL.","Clin Psychol Rev. 2010 Aug;30(6):721-32. doi: 10.1016/j.cpr.2010.05.006. Epub 2010 May 27.","Murray G","Clin Psychol Rev","2010","2010/06/29","PMC3409641","NIHMS392388","10.1016/j.cpr.2010.05.006"
"33270398","[Effectiveness of Behavioral Activation for the Treatment of Severe Depression in Clinical Settings]","Blanchet V, Provencher MD.","Sante Ment Que. 2020 Spring;45(1):11-30.","Blanchet V","Sante Ment Que","2020","2020/12/03","","",""
"24142126","Irritability in children and adolescents: past concepts, current debates, and future opportunities","Krieger FV, Leibenluft E, Stringaris A, Polanczyk GV.","Braz J Psychiatry. 2013;35 Suppl 1(0 1):S32-9. doi: 10.1590/1516-4446-2013-S107.","Krieger FV","Braz J Psychiatry","2013","2013/10/22","PMC4470558","NIHMS699954","10.1590/1516-4446-2013-S107"
"31769259","1,25(OH)(2)D(3) in Brain Function and Neuropsychiatric Disease","Lang F, Ma K, Leibrock CB.","Neurosignals. 2019;27(1):40-49. doi: 10.33594/000000182.","Lang F","Neurosignals","2019","2019/11/27","","","10.33594/000000182"
"25163592","Depression and cardiovascular disease: an update on how course of illness may influence risk","Fiedorowicz JG.","Curr Psychiatry Rep. 2014 Oct;16(10):492. doi: 10.1007/s11920-014-0492-6.","Fiedorowicz JG","Curr Psychiatry Rep","2014","2014/08/29","PMC4153989","NIHMS624062","10.1007/s11920-014-0492-6"
"28390496","Kindling of Life Stress in Bipolar Disorder: Effects of Early Adversity","Shapero BG, Weiss RB, Burke TA, Boland EM, Abramson LY, Alloy LB.","Behav Ther. 2017 May;48(3):322-334. doi: 10.1016/j.beth.2016.12.003. Epub 2016 Dec 26.","Shapero BG","Behav Ther","2017","2017/04/10","PMC5385846","NIHMS839216","10.1016/j.beth.2016.12.003"
"28833953","Mixed state and suicide: Is the effect of mixed state on suicidal behavior more than the sum of its parts?","Persons JE, Coryell WH, Solomon DA, Keller MB, Endicott J, Fiedorowicz JG.","Bipolar Disord. 2018 Feb;20(1):35-41. doi: 10.1111/bdi.12538. Epub 2017 Aug 23.","Persons JE","Bipolar Disord","2018","2017/08/24","PMC6237077","NIHMS992053","10.1111/bdi.12538"
"23820830","Behavioral treatment of insomnia in bipolar disorder","Kaplan KA, Harvey AG.","Am J Psychiatry. 2013 Jul;170(7):716-20. doi: 10.1176/appi.ajp.2013.12050708.","Kaplan KA","Am J Psychiatry","2013","2013/07/04","PMC4185309","NIHMS628333","10.1176/appi.ajp.2013.12050708"
"18592032","Perinatal depression: treatment options and dilemmas","Pearlstein T.","J Psychiatry Neurosci. 2008 Jul;33(4):302-18.","Pearlstein T","J Psychiatry Neurosci","2008","2008/07/02","PMC2440793","",""
"16574783","Conduct disorder and antisocial personality disorder in persons with severe psychiatric and substance use disorders","Mueser KT, Crocker AG, Frisman LB, Drake RE, Covell NH, Essock SM.","Schizophr Bull. 2006 Oct;32(4):626-36. doi: 10.1093/schbul/sbj068. Epub 2006 Mar 30.","Mueser KT","Schizophr Bull","2006","2006/04/01","PMC2632266","","10.1093/schbul/sbj068"
"15186339","Neurobiology of seizures and behavioral abnormalities","Post RM.","Epilepsia. 2004;45 Suppl 2:5-14. doi: 10.1111/j.0013-9580.2004.452001.x.","Post RM","Epilepsia","2004","2004/06/10","","","10.1111/j.0013-9580.2004.452001.x"
"30721994","Sixth Kraepelin Symposium-Understanding and Treating Cognitive Impairment and Depression in Schizophrenia and Affective Disorders","Annette S, Peter F.","Schizophr Bull. 2019 Apr 25;45(3):509-511. doi: 10.1093/schbul/sbz003.","Annette S","Schizophr Bull","2019","2019/02/06","PMC6483566","","10.1093/schbul/sbz003"
"17845282","Adherence to medication in bipolar disorder: a qualitative study exploring the role of patients' beliefs about the condition and its treatment","Clatworthy J, Bowskill R, Rank T, Parham R, Horne R.","Bipolar Disord. 2007 Sep;9(6):656-64. doi: 10.1111/j.1399-5618.2007.00434.x.","Clatworthy J","Bipolar Disord","2007","2007/09/12","","","10.1111/j.1399-5618.2007.00434.x"
"25433807","Patterns of initiation of second generation antipsychotics for bipolar disorder: a month-by-month analysis of provider behavior","Miller CJ, Li M, Penfold RB, Lee AF, Smith EG, Osser DN, Bajor L, Bauer MS.","BMC Psychiatry. 2014 Nov 30;14:339. doi: 10.1186/s12888-014-0339-z.","Miller CJ","BMC Psychiatry","2014","2014/12/01","PMC4256839","","10.1186/s12888-014-0339-z"
"31969269","A pooled post hoc analysis evaluating the safety and tolerability of cariprazine in bipolar depression","Earley WR, Burgess M, Rekeda L, Hankinson A, McIntyre RS, Suppes T, Calabrese JR, Yatham LN.","J Affect Disord. 2020 Feb 15;263:386-395. doi: 10.1016/j.jad.2019.11.098. Epub 2019 Nov 22.","Earley WR","J Affect Disord","2020","2020/01/24","","","10.1016/j.jad.2019.11.098"
"34735839","Longitudinal relationship between maternal distress and pediatric mood symptoms in youth with mood disorders","Weintraub MJ, Schneck CD, Singh MK, Walshaw PD, Chang KD, Sullivan AE, Miklowitz DJ.","J Psychiatr Res. 2021 Dec;144:353-359. doi: 10.1016/j.jpsychires.2021.10.041. Epub 2021 Oct 26.","Weintraub MJ","J Psychiatr Res","2021","2021/11/04","PMC8667659","NIHMS1760387","10.1016/j.jpsychires.2021.10.041"
"19571483","Intrauterine environment-genome interaction and children's development (4): Brain-behavior phenotypying of genetically-engineered mice using a comprehensive behavioral test battery on research of neuropsychiatric disorders","Takao K, Miyakawa T.","J Toxicol Sci. 2009;34 Suppl 2:SP293-305. doi: 10.2131/jts.34.sp293.","Takao K","J Toxicol Sci","2009","2009/07/03","","","10.2131/jts.34.sp293"
"29029678","Positive and Negative Affect as Links Between Social Anxiety and Depression: Predicting Concurrent and Prospective Mood Symptoms in Unipolar and Bipolar Mood Disorders","Cohen JN, Taylor Dryman M, Morrison AS, Gilbert KE, Heimberg RG, Gruber J.","Behav Ther. 2017 Nov;48(6):820-833. doi: 10.1016/j.beth.2017.07.003. Epub 2017 Jul 16.","Cohen JN","Behav Ther","2017","2017/10/15","PMC6028186","NIHMS976717","10.1016/j.beth.2017.07.003"
"32055965","Prediction of lithium treatment response in bipolar depression using 5-HTT and 5-HT(1A) PET","Ananth M, Bartlett EA, DeLorenzo C, Lin X, Kunkel L, Vadhan NP, Perlman G, Godstrey M, Holzmacher D, Ogden RT, Parsey RV, Huang C.","Eur J Nucl Med Mol Imaging. 2020 Sep;47(10):2417-2428. doi: 10.1007/s00259-020-04681-6. Epub 2020 Feb 13.","Ananth M","Eur J Nucl Med Mol Imaging","2020","2020/02/15","PMC8789023","NIHMS1561191","10.1007/s00259-020-04681-6"
"31492631","Combination of lithium and electroconvulsive therapy (ECT) is associated with higher odds of delirium and cognitive problems in a large national sample across the United States","Patel RS, Bachu A, Youssef NA.","Brain Stimul. 2020 Jan-Feb;13(1):15-19. doi: 10.1016/j.brs.2019.08.012. Epub 2019 Aug 22.","Patel RS","Brain Stimul","2020","2019/09/08","","","10.1016/j.brs.2019.08.012"
"24167345","Coding and noncoding gene expression biomarkers in mood disorders and schizophrenia","Mamdani F, Martin MV, Lencz T, Rollins B, Robinson DG, Moon EA, Malhotra AK, Vawter MP.","Dis Markers. 2013;35(1):11-21. doi: 10.1155/2013/748095. Epub 2013 Jul 21.","Mamdani F","Dis Markers","2013","2013/10/30","PMC3774957","","10.1155/2013/748095"
