index	name	author	DOI	base
379	Bifrontal, bitemporal and right unilateral electrode placement in ECT: randomised trial.	Kellner, Charles H; Knapp, Rebecca; Husain, Mustafa M; Rasmussen, Keith; Sampson, Shirlene; Cullum, Munro; McClintock, Shawn M; Tobias, Kristen G; Martino, Celena; Mueller, Martina; Bailine, Samuel H; Fink, Max; Petrides, Georgios	10.1192/bjp.bp.109.066183	bvs
380	The strong relationship between bipolar and substance-use disorder.	Swann, Alan C	10.1111/j.1749-6632.2009.05146.x	bvs
381	The study protocol of the Norwegian randomized controlled trial of electroconvulsive therapy in treatment resistant depression in bipolar disorder.	Kessler, Ute; Vaaler, Arne E; Schøyen, Helle; Oedegaard, Ketil J; Bergsholm, Per; Andreassen, Ole A; Malt, Ulrik F; Morken, Gunnar	10.1186/1471-244X-10-16	bvs
382	Letter to the Editor: An agenda for the next decade of psychotherapy research and practice.	Wood, Alex M; Joseph, Stephen	10.1017/S0033291710000243	bvs
383	Occupational status and social adjustment six months after hospitalization early in the course of bipolar disorder: a prospective study.	Dickerson, Faith; Origoni, Andrea; Stallings, Cassie; Khushalani, Sunil; Dickinson, Dwight; Medoff, Deborah	10.1111/j.1399-5618.2009.00784.x	bvs
384	Hippocampal volumes in adults with bipolar disorder.	Javadapour, Ali; Malhi, Gin S; Ivanovski, Belinda; Chen, Xiaohua; Wen, Wei; Sachdev, Perminder	10.1176/appi.neuropsych.22.1.55	bvs
385	Interactions between bipolar disorder and antisocial personality disorder in trait impulsivity and severity of illness.	Swann, A C; Lijffijt, M; Lane, S D; Steinberg, J L; Moeller, F G	10.1111/j.1600-0447.2009.01528.x	bvs
386	Risk factors for cognitive impairment in elderly bipolar patients.	Schouws, Sigfried N T M; Stek, Max L; Comijs, Hannie C; Beekman, Aartjan T F	10.1016/j.jad.2009.12.004	bvs
387	White matter microstructural abnormalities in euthymic bipolar disorder.	Macritchie, Karine A N; Lloyd, Adrian J; Bastin, Mark E; Vasudev, Kamini; Gallagher, Peter; Eyre, Rachel; Marshall, Ian; Wardlaw, Joanna M; Ferrier, I Nicol; Moore, P Brian; Young, Allan H	10.1192/bjp.bp.108.058586	bvs
388	[Affective disorders, antipsychotics and mood stabilizers: Therapeutic innovations]./ Troubles affectifs, antipsychotiques et thymorégulateurs : innovations thérapeutiques.	Adida, M; Richieri, R; Maurel, M; Kaladjian, A; Da Fonseca, D; Bottai, T; Fakra, E; Pringuey, D; Azorin, J-M	10.1016/S0013-7006(10)70056-7	bvs
389	[Bipolar affective disorders: Models and assessment of psychological treatments]./ Troubles affectifs bipolaires : modèles et bilan des approches psychothérapeutiques.	Maurel, M; Azorin, J-M; Adida, M; Fakra, E; Richieri, R; Bottai, T; Pringuey, D; Kaladjian, A	10.1016/S0013-7006(10)70058-0	bvs
390	A systematic review of neurobiological and clinical features of mindfulness meditations.	Chiesa, A; Serretti, A	10.1017/S0033291709991747	bvs
391	[Inaugural psychotic events in multiple sclerosis?]./ Evènements psychotiques inauguraux de sclérose en plaques?	Blanc, F; Berna, F; Fleury, M; Lita, L; Ruppert, E; Ferriby, D; Vermersch, P; Vidailhet, P; de Seze, J	10.1016/j.neurol.2009.04.014	bvs
392	Sense of hyper-positive self, goal-attainment beliefs and coping strategies in bipolar I disorder.	Lee, R; Lam, D; Mansell, W; Farmer, A	10.1017/S0033291709991206	bvs
393	Cognitive impairment in affective psychoses: a meta-analysis.	Bora, Emre; Yücel, Murat; Pantelis, Christos	10.1093/schbul/sbp093	bvs
394	Neurological and cardiovascular adverse events associated with antimanic treatment in children and adolescents.	Jerrell, Jeanette M	10.1111/j.1755-5949.2009.00087.x	bvs
395	Altered representation of expected value in the orbitofrontal cortex in mania.	Bermpohl, Felix; Kahnt, Thorsten; Dalanay, Umut; Hägele, Claudia; Sajonz, Bastian; Wegner, Tristan; Stoy, Meline; Adli, Mazda; Krüger, Stephanie; Wrase, Jana; Ströhle, Andreas; Bauer, Michael; Heinz, Andreas	10.1002/hbm.20909	bvs
396	An investigation into the experience of self-conscious emotions in individuals with bipolar disorder, unipolar depression and non-psychiatric controls.	Highfield, Julie; Markham, Dominic; Skinner, Martin; Neal, Adrian	10.1002/cpp.674	bvs
397	Feasibility and usefulness of training assertive community treatment team in cognitive behavioral therapy.	Pinninti, Narsimha R; Fisher, Jillian; Thompson, Kelly; Steer, Robert	10.1007/s10597-009-9271-y	bvs
398	Coaching for ADHD.	Murphy, Kevin; Ratey, Nancy; Maynard, Sandy; Sussman, Susan; Wright, Sarah D	10.1177/1087054709344186	bvs
399	Anticipating DSM-V: opportunities and challenges for cognition and psychosis.	Barch, Deanna M; Keefe, Richard S E	10.1093/schbul/sbp139	bvs
400	An update of evidence-based treatment of bipolar depression: where do we stand?	Fountoulakis, Konstantinos N	10.1097/YCO.0b013e328333e132	bvs
401	Clinical and neurocognitive predictors of functional outcome in bipolar euthymic patients: a long-term, follow-up study.	Bonnín, C M; Martínez-Arán, A; Torrent, C; Pacchiarotti, I; Rosa, A R; Franco, C; Murru, A; Sanchez-Moreno, J; Vieta, E	10.1016/j.jad.2009.05.014	bvs
402	Over-simplification and exclusion of non-conforming studies can demonstrate absence of effect: a lynching party?	Kingdon, D	10.1017/S0033291709990201	bvs
403	Increased right amygdala volume in lithium-treated patients with bipolar I disorder.	Usher, J; Menzel, P; Schneider-Axmann, T; Kemmer, C; Reith, W; Falkai, P; Gruber, O; Scherk, H	10.1111/j.1600-0447.2009.01428.x	bvs
404	Pediatric bipolar disorder.	Carbray, M Julie A; McGuinness, Teena	10.3928/02793695-20091103-02	bvs
405	The influence of medications on neurocognition in bipolar disorder.	Vieta, Eduard	10.1111/j.1600-0447.2009.01503.x	bvs
406	[Awareness of illness]./ La conscience du trouble.	Gay, C; Margerie, J-J	10.1016/S0013-7006(09)72521-7	bvs
407	Cognitive deficits in bipolar individuals: implications for clinical practice.	Friedman, Edward S	10.1111/j.1755-5949.2009.00112.x	bvs
408	Galantamine-ER for cognitive dysfunction in bipolar disorder and correlation with hippocampal neuronal viability: a proof-of-concept study.	Iosifescu, Dan V; Moore, Constance M; Deckersbach, Thilo; Tilley, Claire A; Ostacher, Michael J; Sachs, Gary S; Nierenberg, Andrew A	10.1111/j.1755-5949.2009.00090.x	bvs
409	Relationships between auditory event-related potentials and mood state, medication, and comorbid psychiatric illness in patients with bipolar disorder.	Fridberg, Daniel J; Hetrick, William P; Brenner, Colleen A; Shekhar, Anantha; Steffen, Ashley N; Malloy, Frederick W; O'Donnell, Brian F	10.1111/j.1399-5618.2009.00758.x	bvs
410	Preliminary study in patients with obsessive-compulsive disorder treated with electrical stimulation in the inferior thalamic peduncle.	Jiménez-Ponce, Fiacro; Velasco-Campos, Francisco; Castro-Farfán, Guillermo; Nicolini, Humberto; Velasco, Ana Luisa; Salín-Pascual, Rafael; Trejo, David; Criales, José Luis	10.1227/01.NEU.0000345938.39199.90	bvs
411	Recognizing ADHD in adults with comorbid mood disorders: implications for identification and management.	Goodman, David W; Thase, Michael E	10.3810/pgm.2009.09.2049	bvs
412	Topiramate and phenytoin anti-immobility effect in the mice forced swimming test is reversed by veratrine: Implication for bipolar depression treatment.	Bourin, Michel; Chenu, Franck; Hascoët, Martine	10.1016/j.bbr.2009.07.030	bvs
413	A community-friendly" version of integrated group therapy for patients with bipolar disorder and substance dependence: a randomized controlled trial."	Weiss, Roger D; Griffin, Margaret L; Jaffee, William B; Bender, Rachel E; Graff, Fiona S; Gallop, Robert J; Fitzmaurice, Garrett M	10.1016/j.drugalcdep.2009.04.018	bvs
414	Neuropsychiatric problems after traumatic brain injury: unraveling the silent epidemic.	Vaishnavi, Sandeep; Rao, Vani; Fann, Jesse R	10.1176/appi.psy.50.3.198	bvs
415	Response to prophylactic lithium in bipolar disorder may be associated with a preservation of executive cognitive functions.	Rybakowski, Janusz K; Permoda-Osip, Agnieszka; Borkowska, Alina	10.1016/j.euroneuro.2009.06.002	bvs
416	Efficacy and safety limitations of attention-deficit hyperactivity disorder pharmacotherapy in children and adults.	Wigal, Sharon B	10.2165/00023210-200923000-00004	bvs
417	Is psychopharmacologic treatment associated with neuropsychological deficits in bipolar youth?	Henin, Aude; Mick, Eric; Biederman, Joseph; Fried, Ronna; Hirshfeld-Becker, Dina R; Micco, Jamie A; Miller, Katherine G; Rycyna, Caroline C; Wozniak, Janet	10.4088/JCP.08m04696	bvs
418	Treatment nonadherence and neurocognitive impairment in bipolar disorder.	Martinez-Aran, Anabel; Scott, Jan; Colom, Francesc; Torrent, Carla; Tabares-Seisdedos, Rafael; Daban, Claire; Leboyer, Marion; Henry, Chantal; Goodwin, Guy M; Gonzalez-Pinto, Ana; Cruz, Nuria; Sanchez-Moreno, Jose; Vieta, Eduard	10.4088/JCP.08m04408	bvs
419	Medicating mood with maintenance in mind: bipolar depression pharmacotherapy.	Malhi, Gin S; Adams, Danielle; Berk, Michael	10.1111/j.1399-5618.2009.00711.x	bvs
420	Psychosocial treatments for bipolar disorder: cost-effectiveness, mediating mechanisms, and future directions.	Miklowitz, David J; Scott, Jan	10.1111/j.1399-5618.2009.00715.x	bvs
421	Identifying and treating cognitive impairment in bipolar disorder.	Goldberg, Joseph F; Chengappa, K N Roy	10.1111/j.1399-5618.2009.00716.x	bvs
422	Executive functioning in schizophrenia: a thorough examination of performance on the Hayling Sentence Completion Test compared to psychiatric and non-psychiatric controls.	Joshua, Nicole; Gogos, Andrea; Rossell, Susan	10.1016/j.schres.2009.05.029	bvs
423	O uso da psicoeducação no tratamento do transtorno bipolar/ Use of psychoeducation in the treatment of bipolar disorder	Figueiredo, Ângela Leggerini de; Souza, Luciano de; Dell'Áglio Jr, José Caetano; Argimon, Irani Iracema de Lima		bvs
424	O uso da psicoeducação no tratamento do transtorno bipolar/ Use of psychoeducation in the treatment of bipolar disorder	Figueiredo, Ângela Leggerini de; Souza, Luciano de; Dell'Áglio Jr, José Caetano; Argimon, Irani Iracema de Lima		bvs
425	Preventing mania: a preliminary examination of the GOALS Program.	Johnson, Sheri L; Fulford, Daniel	10.1016/j.beth.2008.03.002	bvs
426	The neurocognitive performance of drug-free and medicated euthymic bipolar patients do not differ.	Goswami, U; Sharma, A; Varma, A; Gulrajani, C; Ferrier, I N; Young, A H; Gallagher, P; Thompson, J M; Moore, P B	10.1111/j.1600-0447.2009.01390.x	bvs
427	A double-blind, placebo-controlled pilot study of galantamine to improve cognitive dysfunction in minimally symptomatic bipolar disorder.	Ghaemi, S Nassir; Gilmer, William S; Dunn, Robert T; Hanlon, Robert E; Kemp, David E; Bauer, Amber D; Chriki, Lyvia; Filkowski, Megan M; Harvey, Philip D	10.1097/JCP.0b013e3181a497d7	bvs
428	Factor structure and psychometric properties of the Modified Scale for Suicidal Ideation among suicidal youth.	Pettit, Jeremy W; Garza, Monica J; Grover, Kelly E; Schatte, Dawnelle J; Morgan, Sharon T; Harper, Andrew; Saunders, Ann E	10.1002/da.20575	bvs
429	Progressive gray matter reduction of the superior temporal gyrus during transition to psychosis.	Takahashi, Tsutomu; Wood, Stephen J; Yung, Alison R; Soulsby, Bridget; McGorry, Patrick D; Suzuki, Michio; Kawasaki, Yasuhiro; Phillips, Lisa J; Velakoulis, Dennis; Pantelis, Christos	10.1001/archgenpsychiatry.2009.12	bvs
430	Brain-derived neurotrophic factor serum levels before and after treatment for acute mania.	Tramontina, Juliana Fernandes; Andreazza, Ana Cristina; Kauer-Sant'anna, Marcia; Stertz, Laura; Goi, Julia; Chiarani, Fabria; Kapczinski, Flávio	10.1016/j.neulet.2009.01.028	bvs
431	Expression of hippocampal brain-derived neurotrophic factor and its receptors in Stanley consortium brains.	Dunham, J S; Deakin, J F W; Miyajima, F; Payton, A; Toro, C T	10.1016/j.jpsychires.2009.03.008	bvs
432	Relationship between psychosocial adjustment and executive function in patients with bipolar disorder and schizophrenia in remission: the mediating and moderating effects of insight.	Yen, Cheng-Fang; Cheng, Chung-Ping; Huang, Chi-Fen; Ko, Chih-Hung; Yen, Ju-Yu; Chang, Yu-Ping; Chen, Cheng-Sheng	10.1111/j.1399-5618.2008.00650.x	bvs
433	Pharmacologic treatment of pediatric bipolar disorder.	Nandagopal, Jayasree J; DelBello, Melissa P; Kowatch, Robert	10.1016/j.chc.2008.11.004	bvs
434	Neurocognitive function in pediatric bipolar disorder: 3-year follow-up shows cognitive development lagging behind healthy youths.	Pavuluri, Mani N; West, Amy; Hill, S Kristian; Jindal, Kittu; Sweeney, John A	10.1097/CHI.0b013e318196b907	bvs
435	Binocular depth inversion as a paradigm of reduced visual information processing in prodromal state, antipsychotic-naïve and treated schizophrenia.	Koethe, Dagmar; Kranaster, Laura; Hoyer, Carolin; Gross, Sonja; Neatby, Miriam A; Schultze-Lutter, Frauke; Ruhrmann, Stephan; Klosterkötter, Joachim; Hellmich, Martin; Leweke, F Markus	10.1007/s00406-008-0851-6	bvs
436	Characterizing impulsivity in mania.	Strakowski, Stephen M; Fleck, David E; DelBello, Melissa P; Adler, Caleb M; Shear, Paula K; McElroy, Susan L; Keck, Paul E; Moss, Quinton; Cerullo, Michael A; Kotwal, Renu; Arndt, Stephan	10.1111/j.1399-5618.2008.00658.x	bvs
437	Effects of symptom reduction and psychotropic medication on cognitive impairment in depression.	Frasch, K; Bullacher, C; Jäger, M; Kilian, R; Rink, M; Wittek, R; Becker, T; Neumann, N U	10.1159/000187635	bvs
438	Functional neuroimaging studies of bipolar disorder: examining the wide clinical spectrum in the search for disease endophenotypes.	Pan, Lisa; Keener, Matthew T; Hassel, Stefanie; Phillips, Mary L	10.1080/09540260902962164	bvs
439	Advance directives based on cognitive therapy: a way to overcome coercion related problems.	Khazaal, Yasser; Chatton, Anne; Pasandin, Natalia; Zullino, Daniele; Preisig, Martin	10.1016/j.pec.2008.08.006	bvs
440	Temporal lobe volume in bipolar disorder: relationship with diagnosis and antipsychotic medication use.	Jones, Lindsay D; Payne, Martha E; Messer, Denise F; Beyer, John L; MacFall, James R; Krishnan, K Ranga R; Taylor, Warren D	10.1016/j.jad.2008.07.003	bvs
441	Unilateral rubral tremor following treatment with risperidone.	Shen, Yu-Chih	10.1080/15622970801958349	bvs
442	Brain lithium levels and effects on cognition and mood in geriatric bipolar disorder: a lithium-7 magnetic resonance spectroscopy study.	Forester, Brent P; Streeter, Chris C; Berlow, Yosef A; Tian, Hua; Wardrop, Megan; Finn, Chelsea T; Harper, David; Renshaw, Perry F; Moore, Constance M	10.1097/JGP.0b013e318172b3d0	bvs
443	Severity of bipolar disorder is associated with impairment of response inhibition.	Swann, Alan C; Lijffijt, Marijn; Lane, Scott D; Steinberg, Joel L; Moeller, F Gerard	10.1016/j.jad.2008.10.022	bvs
444	Neurocognitive functions in euthymic bipolar patients.	Jamrozinski, K; Gruber, O; Kemmer, C; Falkai, P; Scherk, H	10.1111/j.1600-0447.2008.01320.x	bvs
445	[Lack of insight in schizophrenia: a review. Part I: theoretical concept, clinical aspects and Amador's model]./ La conscience des troubles (insight) dans la schizophrénie : une revue critique. Partie I : insight et schizophrénie, caractéristiques cliniques de l'insight.	Raffard, S; Bayard, S; Capdevielle, D; Garcia, F; Boulenger, J-P; Gely-Nargeot, M-C	10.1016/j.encep.2007.10.008	bvs
446	Mental imagery as an emotional amplifier: application to bipolar disorder.	Holmes, Emily A; Geddes, John R; Colom, Francesc; Goodwin, Guy M	10.1016/j.brat.2008.09.005	bvs
447	A comparison of cognitive functioning in medicated and unmedicated subjects with bipolar depression.	Holmes, M Kathleen; Erickson, Kristine; Luckenbaugh, David A; Drevets, Wayne C; Bain, Earle E; Cannon, Dara M; Snow, Joseph; Sahakian, Barbara J; Manji, Husseini K; Zarate, Carlos A	10.1111/j.1399-5618.2008.00628.x	bvs
448	Effectiveness and efficiency of cognitive-behavioral group therapy for inpatients: 4-year follow-up study.	Veltro, Franco; Vendittelli, Nicola; Oricchio, Ines; Addona, Franco; Avino, Camillo; Figliolia, Gianluca; Morosini, Pierluigi	10.1097/01.pra.0000336755.57684.45	bvs
449	Double-blind randomized controlled study comparing short-term efficacy of bifrontal and bitemporal electroconvulsive therapy in acute mania.	Hiremani, Raja M; Thirthalli, Jagadisha; Tharayil, Biju S; Gangadhar, Bangalore N	10.1111/j.1399-5618.2008.00608.x	bvs
450	Elevated left and reduced right orbitomedial prefrontal fractional anisotropy in adults with bipolar disorder revealed by tract-based spatial statistics.	Versace, Amelia; Almeida, Jorge R C; Hassel, Stefanie; Walsh, Nicholas D; Novelli, Massimiliano; Klein, Crystal R; Kupfer, David J; Phillips, Mary L	10.1001/archpsyc.65.9.1041	bvs
451	Neuropsychological profile in bipolar disorder: a preliminary study of monotherapy lithium-treated euthymic bipolar patients evaluated at a 2-year interval.	Mur, M; Portella, M J; Martínez-Arán, A; Pifarré, J; Vieta, E	10.1111/j.1600-0447.2008.01245.x	bvs
